0,1,class
0.17761,0.85019,1.0
0.22328,0.03628,0.0
0.93899,0.37145,1.0
0.47296,0.68011,0.0
0.28566,0.85807,0.0
0.63834,0.89876,0.0
0.77985,0.27503,1.0
0.62656,0.25327,1.0
0.4817,0.58667,0.0
0.51818,0.36543,1.0
0.00834,0.03847,0.0
0.87908,0.95712,0.0
0.88055,0.25899,1.0
0.93471,0.60098,0.0
0.14531,0.11678,1.0
0.98397,0.3185,1.0
0.29239,0.18347,1.0
0.38507,0.20647,1.0
0.19952,0.99044,0.0
0.32349,0.79762,0.0
0.13555,0.93508,0.0
0.29044,0.98811,0.0
0.51502,0.12537,1.0
0.38397,0.19335,1.0
0.78078,0.51632,0.0
0.31053,0.01964,1.0
0.09708,0.35733,0.0
0.25834,0.46221,0.0
0.27477,0.52426,0.0
0.26303,0.63661,0.0
0.82237,0.75591,0.0
0.5815,0.46163,1.0
0.97677,0.78503,1.0
0.62194,0.13741,1.0
0.02141,0.38347,0.0
0.07433,0.41667,0.0
0.78053,0.15179,1.0
0.0667,0.29965,0.0
0.24901,0.70698,0.0
0.99278,0.57546,1.0
0.03921,0.13609,0.0
0.22743,0.16531,1.0
0.23077,0.88288,0.0
0.62619,0.37602,1.0
0.43951,0.70001,0.0
0.3457,0.23593,1.0
0.28565,0.34297,0.0
0.89722,0.35118,0.0
0.66998,0.95064,0.0
0.0157,0.72733,0.0
0.94894,0.00153,1.0
0.18138,0.58356,0.0
0.59209,0.97353,0.0
0.7636,0.5002,1.0
0.44565,0.45857,0.0
0.59095,0.92225,1.0
0.11613,0.59956,0.0
0.88201,0.87691,0.0
0.6638,0.43019,1.0
0.00229,0.105,0.0
0.07599,0.13811,0.0
0.35365,0.46563,0.0
0.51456,0.58186,0.0
0.1026,0.54094,0.0
0.30255,0.01323,1.0
0.11665,0.893,0.0
0.60752,0.33007,1.0
0.2826,0.87297,0.0
0.56832,0.54349,0.0
0.08188,0.61434,0.0
0.31919,0.63806,0.0
0.53922,0.8082,0.0
0.42995,0.41033,1.0
0.70824,0.57736,0.0
0.05752,0.25872,0.0
0.28621,0.27433,1.0
0.99533,0.32353,1.0
0.53588,0.79268,0.0
0.86546,0.45829,0.0
0.27835,0.67703,0.0
0.31697,0.10245,1.0
0.16952,0.78101,0.0
0.83473,0.8357,0.0
0.35404,0.91019,0.0
0.9084,0.13016,1.0
0.97376,0.82507,1.0
